name,name_en,biz_no,corp_no,entity_type,ceo_name,biz_type,biz_class,ksic_code,iaf_code,scope_kr,scope_en,address,address_en,tel,email,website,employee_count,headcount_regular,headcount_non_regular,headcount_outsourced,headcount_certified,status,tax_contact_name,tax_email,is_active
㈜시스웍,"SYSWORK Co., Ltd.",305-81-70225,,,이종원,제조업,산업처리자동측정및제어장비,2721,19D,"감시제어시스템(크린룸, 냉난방 공조시스템)에 대한 개발, 생산, 설치 및 서비스","Development, Manufacture, Installation and Service of monitoring & Control System for Clean Room, Cooling & Heating Air Conditioning System",대전광역시 유성구 테크노7로 32-13 (용산동),"32-13, Techno 7-ro, Yuseong-gu, Daejeon, KOREA ",,,,0,,,,,,,su2609@syswork.co.kr,True
㈜알엔에스,RNS Inc.,314-86-06305,,,김청택,제조업 외,"화장품제조업, 치약, 비누외",2042,12B,"화장품 원료, 일반화장품 및 기능성화장품(미용비누포함)의 제조","Manufacture of cosmetics Raw Materials, general cosmetics and functional cosmetics (Including soap for beauty)","대전광역시 유성구 테크노1로 62-8, 1동(관평동)","62-8, Techno 1-ro, Yuseong-gu, Daejeon, KOREA",,,,0,,,,,,,dan111@biorns.com,True
㈜엔박,ENBAC Inc.,314-86-38904,,,윤정중,"제조업,서비스","유량측정,소프트웨어개발및공급업","2721, 2917, 7212","19D,18A,34A","1. 유량계, 열회수시스템의 설계, 개발, 제조 및 설치
2. 공조냉동기계의 엔지니어링 서비스","1. Design, Development, Manufacture and Installation of Flowmeter & Heat Recovery System
2. Engineering Service of Airconditioning and Refrigerating Machinery",대전광역시 유성구 테크노2로 160 (용산동 충남대창업지원센터(대덕특구)),"#107 CNU-TBI, #160 Techno 2-ro, Yuseong-gu, Daejeon, KOREA",,,http://www.enbac.co.kr/,0,,,,,,,enbac3622@hometax.go.kr,True
엠제이하이테크㈜,"MJ Hi-Tech Co., Ltd.",314-86-07056,,,김기봉,제조,"이동식화장실, 공원시설물, 이동식시설물","2511, 4122","17B,28B","이동식화장실, 공원시설물, 이동식시설물의 개발, 제작 및 설치","Development, Manufacture and Installation of Portable Toilet, Park Facilities, Mobile Facilities","대전광역시 서구 도산로 208, 대전빌딩 302호","#302, 208, Dosan-ro, Seo-gu, Daejeon, KOREA",,,,0,,,,,,,2308809@hanmail.net,True
㈜한국야나세,"KOREA YANASE Co., Ltd.",608-81-13439,,,우영준,제조업,선박 구성 부분품외,2511,17B,"선체구조물(Hatch Cover, Barge, Lashing Bridge)에 대한 생산","Manufacturing of Hull Structures(Hatch Cover, Barge, Lashing Bridge)",경상남도 창원시 마산합포구 진전면 미더덕로 64 (율티리),"64, Mideodeok-ro, Jinjeon-myeon, Masanhappo-gu, Changwon-si, Gyeongsangnam-do, KOREA ",,,www.koreayanase.co.kr,0,,,,,,,koyanase@hanmail.net,True
㈜김앤드이,KIM AND LEE,213-81-04843,,,"김종성, 이준희","건설업, 제조","설비공사,철물구조물제작",4220,28D,"발전소, 일반산업공장, 빌딩, 아파트, 주택의 기계설비, 소방설비, 배관, 냉난방, 닥트공사에 대한 시공 및 서비스","Construction and Servicing of Mechanical, Fire Fighting, Piping, HVAC and Duct Works for Power Plant, Industrial Plant, Building, Apartment & Housing",서울특별시 강남구 논현로57길 30 (도곡동),"30, Nonhyeon-ro 57-gil, Gangnam-gu, Seoul, KOREA",,,Kimandlee.co.kr,0,,,,,,,kal8771@hometax.go.kr,True
㈜현테크,"Hyuntech Co., Ltd.",634-87-00314,,,육영근,"건설업, 제조업","실내건축공사, 가스공급장치",2512,17B,가스공급장치의 제조,Manufacture of Gas supply Equipment,대전광역시 대덕구 대화로32번길 60-21 (대화동),"60-21, Daehwa-ro 32beon-gil, Daedeok-gu, Daejeon, KOREA ",,,,0,,,,,,,hyuntech7558@naver.com,True
씨에스피 주식회사,"CSP Co., Ltd.",312-86-56319,,,"송광호, 이은호",제조업,반도체장비및부품,2927,18A,"반도체 및 디스플레이 제조용 장비의 설계, 개발 및 생산","Design, development and production of semiconductor and display manufacturing equipment",충청남도 천안시 서북구 직산읍 4산단3로 52 (E),"(E) 52, 4sandan 3-ro, Jiksan-eup, Seobuk-gu, Cheonan-si, Chungcheongnam-do, KOREA",,,,0,,,,,,,csp@cspt.co.kr,True
주식회사 성광,"SUNG KWANG Co., Ltd.",139-81-41142,,,진은정,제조,축산용자동급이기,2921,18A,"축산용 자동급이, 급수, 환기시스템에 대한 설계, 개발 및 생산","Design, Development and Production of automatic feeding, water supply and ventilation systems for animal husbandry",인천광역시 남동구 함박뫼로377번길 17 (남촌동),"17, Hambangmoe-ro 377beon-gil, Namdong-gu, Incheon, KOREA",,,www.skls.co.kr,0,,,,,,,skls8@daum.net,True
주식회사 유티즌,"Utizen Co., Ltd.",129-81-71921,,,한충열,"서비스, 제조","자동제어시스템설계, 소프트웨어 개발, 통신전자, 자동제어기기",4232,28C,정보통신공사에 대한 시공 및 부가서비스,Installation and Sevicing of information telecommunication works,"경기도 성남시 분당구 황새울로200번길 28, 401호(수내동, 오너스타워)","28, Hwangsaeul-ro 200beon-gil, Bundang-gu, Seongnam-si, Gyeonggi-do, KOREA",,,,0,,,,,,,,True
㈜메가테크,"MEGA TECH Co., Ltd.",140-81-46074,,,정춘호,제조업,"전자제품, LED부품",2221,14B,"점착, 비점착 Sheet류 설계, 개발 및 타발","Design, development and punching of adhesive and non-adhesive sheets",경기도 시흥시 매화산단3길 44 (매화동),"44, Maehwasandan 3-gil, Siheung-si, Gyeonggi-do, KOREA",,,megathchno1.com,0,,,,,,,ibm17710@megatechno1.com,True
합자회사 보광전기,"Bokwang Electric Co., Ltd.",305-81-12642,,,박희근,"건설업, 제조업","전기공사, 정보통신공사업","4231, 4232",28C,"배전공사, 건축물의 전기공사, 소방공사 및 정보통신공사의 시공","Construction of electric power distribution, construction electric work, fire fighting work, and information and communication work",대전광역시 동구 신기로 157 (가오동),"157, Singi-ro, Dong-gu, Daejeon, KOREA ",,,,0,,,,,,,,True
㈜현우이엔씨,"HyunWoo ENC Co., Ltd.",307-81-40940,,,김수진,제조업 외,배전반 및 분전반제조업 외,"4231, 2812","28C,19A","1. 전기공사의 시공 
2. 수배전반, 분전반, 음향장비 및 영상장비의 제조","1. Construction of electric work 
2. Manufacture of switchgear, distribution board, sound equipment and video equipment",세종특별자치시 금남면 도남1길 77-36 ,"77-36, Donam 1-gil, Geumnam-myeon, Sejong-si, KOREA",,,,0,,,,,,,sht0304@naver.com/hy4172@hometax.go.kr,True
주식회사 비노크,"BENOC Co., Ltd.",314-86-19265,,,조홍주,제조,안경렌즈 제조,"2312, 4649","15A,29A","안경렌즈의 설계, 개발, 제조 및 판매 ","Design, development, manufacture and sales of spectacle lenses",대전광역시 대덕구 신일서로18번길 100,"100, Sinilseo-ro 18beon-gil, Daedeok-gu, Daejeon, KOREA ",,,www.shck.kr,0,,,,,,,ns.kim@shck.kr,True
주식회사 네오프로브,"Neo Probe Co., Ltd.",314-86-17480,,,송광용,제조,올리고 과학기자재 제조,2049,12B,올리고 합성의 제조,The Production of Oligonucleotide Synthesis.,"대전광역시 유성구 테크노4로 17, A702호(관평동)","17, Techno 4-ro, Yuseong-gu, Daejeon, KOREA",,,www.neoprobe.co.kr,0,,,,,,,neo-probe@hanmail.net,True
주식회사 템코,TEMCO Limited,314-81-39626,,,이성구,"제조, 서비스","산업용브레이크및부품, 산업용기계수리","2914, 7212","18A,34A",산업용 동력 전달 장치 및 안전 장치 제조 및 엔지니어링 서비스,manufacturing and engineering service of industrial power transmission and safety devices,대전광역시 유성구 학하남로99번길 14-9 (학하동),"14-9, Hakhanam-ro 99beon-gil, Yuseong-gu, Daejeon, KOREA",,,"www.stromagkorea.co.kr
www.stromagkorea.co.kr

www.stromagkorea.co.kr
www.stromagkorea.co.kr",0,,,,,,,,True
삼광기계,SAM GWANG Co.,613-01-94922,,,최연희,제조,"농기구부품, 중장비부품","2921, 2929",18A,"중장비 부품(Bush, Pin)에 대한 생산","Manufacture of Heavy Equipment Parts (Bush, Pin)",경상남도 진주시 돗골로69번길 20 (상평동),"20, Dotgol-ro 69beon-gil, Jinju-si, Gyeongsangnam-do, KOREA ",,,,0,,,,,,,sam3933@hanmail.net,True
㈜우진아이엔에스,"WOOJIN I&S Co., Ltd.",114-81-33003,,,홍경모,"건설업, 제조","설비공사, 소방가스철물공사외, 구조금속제품, 신재생에너지전문기업, 실내건축공사업, 시설물유지관리업","4220, 2917","28D,18A","본      사: 기계설비(배관, 공조, 가스, 소화)공사에 대한 생산, 시공 및 부가서비스
천안공장: 기계설비시스템(배관, 공조, 가스, 소화)에 대한 설계, 개발, 생산, 설치 및 부가서비스","Head Office: Production, Construction & Services of Mechanical System including piping & Utility, Steel Fabrication, Fire Fighting, Gas Facility
Cheonan Factory: Design, Development, Production, Installation & Services of Mechanical Facility System including piping & Utility, Steel Fabrication, Fire Fighting, Gas Facility",서울특별시 서초구 방배로 166 한승빌딩 3층,"166, Bangbae-ro, Seocho-gu, Seoul, KOREA",,,www.woojini.com,0,,,,,,,minkyu@woojini.com,True
㈜우진아이엔에스,"WOOJIN I&S Co., Ltd.",114-81-33003,,,홍경모,"건설업, 제조","설비공사, 소방가스철물공사외, 구조금속제품, 신재생에너지전문기업, 실내건축공사업, 시설물유지관리업","4220, 2917","28D,18A","본      사: 기계설비(배관, 공조, 가스, 소화)공사에 대한 생산, 시공 및 부가서비스
천안공장: 기계설비시스템(배관, 공조, 가스, 소화)에 대한 설계, 개발, 생산, 설치 및 부가서비스","Head Office: Production, Construction & Services of Mechanical System including piping & Utility, Steel Fabrication, Fire Fighting, Gas Facility
Cheonan Factory: Design, Development, Production, Installation & Services of Mechanical Facility System including piping & Utility, Steel Fabrication, Fire Fighting, Gas Facility",서울특별시 서초구 방배로 166 한승빌딩 3층,"166, Bangbae-ro, Seocho-gu, Seoul, KOREA",,,www.woojini.com,0,,,,,,,minkyu@woojini.com,True
휠러스주식회사,"WHEELERS Co., Ltd.",204-86-08379,,,이성철,"서비스,제조",소프트웨어 개발 및 자동제어시스템 구축,"5822, 6202","33B,33A",소프트웨어개발 및 자동제어시스템 구축,Development of software and Construction of automatic control system ,"경상북도 경주시 양남면 동해안로 656, 1동","1dong, 656, Donghaean-ro, Yangnam-myeon, Gyeongju-si, Gyeongsangbuk-do, KOREA",,,www.wheelers.biz,0,,,,,,,keumsook.jung@wheelers.biz,True
나성산업,"Na Sung Co., Ltd.",130-32-82357,,,송기덕,제조,"의료용리본, 전자부자재",2221,14B,"HOT STAMPING FOIL, 의료용 I.V 솔루션 및 일부인테이프 제조","Manufacture of Hot stamping foil, Medical I.V Solution and Making Tapes
",경기도 화성시 서신면 전곡산단로 154-38,"154-38, Jeongoksandan-ro, Seosin-myeon, Hwaseong-si, Gyeonggi-do, KOREA",,,,0,,,,,,,nasung71508@naver.com,True
㈜두웅,Doo Woong Corporation,609-81-28240,,,이일형,"제조, 도매","쇼트브라스트기계, 산업용로보트기계, 대기환경오염방지기계",2917,18A,쇼트 블라스트 및 대기오염방지 설비의 설계 및 생산,Design and production of shot blast and air pollution prevention equipment,경상남도 창원시 의창구 대산면 가술산단남로54,"54, Gasulsandannam-ro, Daesan-myeon, Uichang-gu, Changwon-si, Gyeongsangnam-do, KOREA",,,www.eagleblast.co.kr,0,,,,,,,doowoong@bill36524.com,True
㈜대정티에스,"Dae Jeong T.S Co., Ltd.",601-88-00873,,,정태준,제조업,"자동화기기, 전기전자장비",2812,19A,전기제어 장치에 대한 생산 ,Manufacture of Electronic control Device,경상남도 김해시 진영읍 본산2로 15-15,"15-15, Bonsan 2-ro, Jinyeong-eup, Gimhae-si, Gyeongsangnam-do, KOREA ",,,,0,,,,,,,jtj2787@hanmail.net,True
(주)위드테크 ,With Tech. Co. ,311-88-01284,,,진성욱,제조업,자동화기계,2927,18A,"자동화 설비(반도체, 전자부품, 소물류분류)의 제조","Manufacture of automation equipment(semiconductor, electronic parts, small logistics)","경상북도 구미시 수출대로 152, 423호 (공단동, 지식산업센터 세원테크노밸리)","152, Suchul-daero, Gumi-si, Gyeongsangbuk-do, KOREA ",,,,0,,,,,,,samson74@daum.net,True
다보,DABO,124-47-40114,,,김태우,"제조업, 도소매",반도체부품 외,2927,18A,"반도체 장비용 부품(HEATER, COMPONENT, VACUUM LINE, GAS TUBE 및 VALVE)의 생산 및 설치","Production and installation of parts for semiconductor equipment (HEATER, COMPONENT, VACUUM LINE, GAS TUBE and VALVE)",경기도 오산시 지곶길 18-7 (지곶동),"18-7, Jigot-gil, Osan-si, Gyeonggi-do, KOREA",,,,0,,,,,,,twkim@dabobox.com,True
에이피에너지㈜,"AP Energy Co., Ltd.",305-81-80999,,,박정욱,"제조업, 건설업",태양광발전장치,"2917, 2852, 4231, 4220","18A,19A,28C,28D","1. 냉난방기기의 개발, 제조 및 시공
2. 전기공사 
3. 신재생에너지에 대한 개발, 제조 및 시공","1. Development, manufacture and construction of heating and cooling equipment
2. Electric Works
3. Development, manufacture and construction of new and renewable energy","대전광역시 대덕구 대화로 160, 17-301 (대화동, 산업용재유통상가) ","17-301, 160, Daehwa-ro, Daedeok-gu, Daejeon, KOREA ",,,http://www.apple-korea.co.kr,0,,,,,,,,True
㈜휴텍스,"FUTECS Co., Ltd.",305-81-47331,,,김기수,제조,과학기자재,2721,19D,HPLC 및 실험용 분석기기의 개발 및 생산,Development and production of HPLC and laboratory analyzers,대전광역시 유성구 테크노1로 62-8 (관평동),"62-8, Techno 1-ro, Yuseong-gu, Daejeon, KOREA",,,,0,,,,,,,tim0521@futecs.com,True
영동테크,YD Tech,608-23-77618,,,최영배 외 1명,제조업,기계부품,2592,17B,자동차부품 및 중장비부품에 대한 정밀가공,Precision machining on automobile parts and heavy equipment parts,"경상남도 창원시 성산구 월림로49번길 2-15 (신촌동, 영동테크)","2-15, Wollim-ro 49beon-gil, Seongsan-gu, Changwon-si, Gyeongsangnam-do, KOREA",,,,0,,,,,,,yb75@naver.com,True
우원중공업㈜,"Woowon Heavy Industry Co., Ltd.",301-86-01298,,,방현복,제조업,운반기계외,2916,18A,"운반기계 및 엘리베이터, 화물용리프트, 테이블리프트의 제조","Manufacture of conveying machine, elevators, cargo lifts and table lifts",충청북도 청주시 청원구 오창읍 농소길 33-42 (농소리),"33-42, Nongso-gil, Ochang-eup, Cheongwon-gu, Cheongju-si, Chungcheongbuk-do, KOREA ",,,,0,,,,,,,,True
대우물류장비㈜,"Daewoo Logistics Equipment Co., Ltd.",312-81-93513,,,"박경훈, 정명영",제조업,"지게차(부품,램프,중기부품가공)",2916,18A,"운반기계 및 지게차용 부품(램프, 중기)의 제조","Manufacture of parts for transportation machines and forklifts (lamps, heavy machinery)",충남 아산시 신창면 학성로 88,"88, Hakseong-ro, Sinchang-myeon, Asan-si, Chungcheongnam-do, KOREA",,,,0,,,,,,,dtfs4733@naver.com,True
한국물류시스템㈜,"KOREA MOVING SYSTEM Co., Ltd.",392-81-00548,,,유흥식,제조업,"지게차,기타운송장비",2916,18A,지게차 및 기타 운송장비의 제조 ,Manufacture of forklift and other transport equipment,충청남도 아산시 영인면 신봉길 62 (신봉리),"62, Sinbong-gil, Yeongin-myeon, Asan-si, Chungcheongnam-do, KOREA ",,,,0,,,,,,,hankook0101@naver.com,True
㈜대신칼라팩,"DAESHIN COLOR PACKAGE Co., Ltd.",308-81-18586,,,최동창,제조,골판지상자,1721,07A,골판지상자의 제조,Manufacture of corrugated boxes,충청남도 논산시 연산면 선비로 672-13 (덕암리),"672-13, Seonbi-ro, Yeonsan-myeon, Nonsan-si, Chungcheongnam-do, KOREA ",,,,0,,,,,,,dscp21@hanmail.net,True
이디안재단 주식회사,"Edien Global Exchange Co., Ltd.",324-81-00604,,,이종국,"제조업, 도매 및 소매업","혼합음료, 공산품, 전자상거래","5822, 1120, 4791","33B,03A,29A","1. 응용소프트웨어 개발 및 공급
2. 혼합음료(식용수,음료수)의 제조
3. 전자상거래(생활잡화, 식품, 의류 등)","1. Application Software Development and Supply
2. Manufacture of mixed drinks (drinking water, beverages)
3. Electronic Commerce (Household Goods, Food, Clothing, etc.)",충청북도 제천시 백운면 천등박달로 996-31," 996-31, Cheondeungbakdal-ro, Baegun-myeon, Jecheon-si, Chungcheongbuk-do, KOREA",,,http://www.kmwl.kr/ ,0,,,,,,,jjlee0123@nate.com,True
다산조명,DASAN LIGHT Co.,301-06-96148,,,박경숙,제조업,조명장치 및 등기구,2842,19A,"LED조명장치(실내조명등, 가로등, 보안등, 투광등)의 제조","Manufacture of LED lighting equipment (indoor lighting, street light, security light, floodlight)",충청북도 청주시 상당구 무심동로 306 (남주동),"306, Musimdong-ro, Sangdang-gu, Cheongju-si, Chungcheongbuk-do, KOREA ",,,,0,,,,,,,dasanlight@naver.com,True
금성정밀,GEUM SEONG PRECISION,608-33-91962,,,제환욱,제조업,자동차부품,3039,18A,"자동차부품, 전기전자부품 및 중장비부품에 대한 생산(오일클러 및 라디에터용 프레스가공부품, Case, Core Assy, Psate Assy, BKT, Stay Assy, Support 등)","Production of Automobile Parts, Electro Parts Electronic Parts & Heavy Automobile Parts(Oil-cooler & Radiator pressed goods, Case, Core Assy Plate Assy, BKT, Stay Assy, Support etc)",경상남도 창원시 마산회원구 내서읍 중리공단로5길 14 (중리),"14, Jungnigongdan-ro 5-gil, Naeseo-eup, Masanhoewon-gu, Changwon-si, Gyeongsangnam-do, KOREA",,,,0,,,,,,,,True
윤슬㈜,"YoonSeul Co., Ltd.",314-86-32555,,,신상교,제조업,"광학기기, 실험장비","2721, 2730",19D,"산업용 설비 및 부품의 설계, 개발 및 제조","Design, development and manufacture of industrial facilities and components",대전광역시 대덕구 대화로32번길 80(대화동),"80, Daehwa-ro 32beon-gil, Daedeok-gu, Daejeon, KOREA",,,www.yoonseul.com,0,,,,,,,yoonseul@yoonseul.com,True
(주)하얀소금,"WHITE SALT Co., Ltd.",140-81-51242,,,전호경,제조업,친환경 제설제,2012,12A,제설제에 대한 생산,Manufacture of Snow Melting Deice,경기도 화성시 서신면 전곡산단로 254 (전곡리),"254, Jeongoksandan-ro, Seosin-myeon, Hwaseong-si, Gyeonggi-do, KOREA ",,,www.sokum.co.kr,0,,,,,,,ghvkfl@naver.com,True
㈜어울림디자인,"Oulim Design Co., Ltd.",647-86-00216,,,"강익하, 강인규",제조업,가구,3202,23A,주방가구 및 일반 수납가구의 제조,Manufacture of Kitchen furniture and General storage furniture,"대전광역시 중구 충무로 159, 2층 (문창동)"," 159, Chungmu-ro, Jung-gu, Daejeon, KOREA ",,,,0,,,,,,,oulim4759@hanmail.net,True
㈜와이씨씨,"YCC Co., Ltd.",417-81-31675,,,조순걸,제조업,무기기초화합물,2012,12A,기초 무기 화합물(액상 제설제)의 제조,Preparation of Basic Inorganic Compounds (Liquid Soil),전라남도 여수시 산단중앙로 87 (화치동),"87, Sandanjungang-ro, Yeosu-si, Jeollanam-do, KOREA ",,,ycc-green.co.kr,0,,,,,,,,True
주식회사 제이에이치테크코리아,"JH TECH KOREA Co., Ltd.",193-81-02672,,,이주현,제조업 외,"휴대폰부품,전자부품외",2229,14B,전자부품(테이프류)에 대한 가공 생산,Machining production for electronic parts (tapes),대구광역시 달서구 성서4차첨단로 376 (대천동) ,"376, Seongseo4chacheomdan-ro, Dalseo-gu, Daegu, KOREA",,,,0,,,,,,,kolla68@hanmail.net,True
유메인㈜,UMAIN Inc.,314-86-34946,,,김영환,제조업,유무선통신기기,"2641, 2642",19B,유무선통신기기의 제조 ,Manufacture of wired and wireless communication equipment,"대전광역시 유성구 대학로 291, 9층 (구성동, 한국과학기술원)","291, Daehak-ro, Yuseong-gu, Daejeon, KOREA ",,,www.umain.co.kr,0,,,,,,,,True
㈜삼인실업,"Sam In Industrial Co., Ltd.",605-81-28739,,,유인철,제조,금속융단및유사절단가공,2591,17B,버스 내장재 및 부품의 가공 및 조립,The Processing and assembly of bus interior parts and other parts.,울산광역시 울주군 상북면 길천산업로 105-10,"105-10, Gilcheonsaneop-ro, Sangbuk-myeon, Ulju-gun, Ulsan, KOREA ",,,,0,,,,,,,samin0304@naver.com,True
가오약품,GAO Pharm.,305-32-55094,,,고명현,"도,소매","의약품,의약외품,건강기능식품",4644,29A,의약품 판매 ,Wholesale and retailing of medicines,"대전광역시 중구 봉소루로 37, 4층(석교동)","37, Bongsoru-ro, Jung-gu, Daejeon, KOREA ",,,http://www.gaopharm.com/,0,,,,,,,gao9995@hanmail.net,True
㈜이룸텍,ERUMTEC,585-88-00945,,,전지현,"도소매, 제조업","전자상거래업, 화학제품, 산업용기자재","2049, 2042",12B,"화학제품(세척제, 방청제, 접착제, 윤활제, 코팅제, 실리콘)의 생산","Production of Chemicals (cleaners, anti-corrosion agents, adhesives, lubricants, coating agents, silicon)",울산광역시 북구 진장16길 4,"4, Jinjang 16-gil, Buk-gu, Ulsan, KOREA",,,http://www.indmall.co.kr/,0,,,,,,,erumt@naver.com,True
주식회사비네아,"Vinea Co., Ltd.",318-81-07150,,,최미숙,서비스,"시스템통합업, 소프트웨어연구개발","5821, 6399, 5822",33B,"시스템통합(SI), 데이터베이스, 빅데이터마이닝, 계량정보분석, 클라우드서비스 플렛폼, 소프트웨어의 설계, 개발, 구축, 운영 및 유지보수","System Integration, Database, Big Data Mining, Metering information Analysis, Cloud Service Platform, Design, Development, Construction, Operation and Maintenance of Software","대전광역시 유성구 죽동로297번길 38, 4층 (죽동, 동일빌딩)","4F, 38, Jukdong-ro 297beon-gil, Yuseong-gu, Daejeon, KOREA",,,,0,,,,,,,woohaha@vinea.co.kr,True
(주)한국후지,"Hangook Fujee Industries Co., Ltd.",305-86-15760,,,최길업,제조업,식품기계,2599,17B,육절기의 제조,Manufacture of Meat Cutting Machinem.,대전광역시 대덕구 오정로90번길 5 (오정동),"5, Ojeong-ro 90beon-gil, Daedeok-gu, Daejeon, KOREA ",,,,0,,,,,,,,True
㈜대원기계,"DEAWON Machinery Co., Ltd.",228-81-04471,,,곽찬원,제조,특수목적용기계,2916,18A,환경 산업 기계(컨베이어)의 제조,Manufacture of environmental industrial machinery (conveyor),대전광역시 대덕구 대전로1019번길 25 (오정동),"25, Daejeon-ro 1019beon-gil, Daedeok-gu, Daejeon, KOREA ",,,,0,,,,,,,,True
에스제이데이타 주식회사,"SJDATA. Co., Ltd.",803-88-00144,,,박상전,서비스업,"S/W 개발 및 공급,정보처리,연구용역 외","5821, 7292","33B,34A","1. 공간정보에 관한 소프트웨어 개발 및 구축
2. 측량업(공공측량, 지하시설물, 수치지도제작업, 지적측량)에 대한 측량 및 공간정보데이터베이스 구축","1.Development and Construction of Software for Spatial Data
2.Measurement of Surveying(public surveying,underground facility,making numerical map, cadastral survey) and Spatial Database Construction",충청북도 청주시 흥덕구 가로수로 1065-1 (비하동),"1065-1, Garosu-ro, Heungdeok-gu, Cheongju-si, Chungcheongbuk-do, KOREA",,,,0,,,,,,,sjdata@nate.com,True
아인열처리 주식회사,"AIN heat treatment Co., Ltd.",246-87-01076,,,하현수,제조업,"금속열처리업, 중장비부품",2592,17B,금속제품 열처리,Heat treatment of metal products,"경상남도 사천시 축동면 오리동길 146 (탑리, 구산열처리)","146, Oridong-gil, Chukdong-myeon, Sacheon-si, Gyeongsangnam-do, KOREA",,,,0,,,,,,,,True
㈜피스월드,"Peace World Co., Ltd.",214-88-22052,,,이명옥,제조업,"주방용인덕션언더렌지, 인덕션","2851, 2642","19A,19B","스마트(언더 및 통)렌지, 인덕션(히터, 보일러) 및 음식물처리기의 설계, 개발, 제조 및 설치
스마트 렌지용 안전패드 및 RF 무선 모듈 제조","Design, development, Manufacture and Installation of smart(under and barrel) range, induction (heater, boiler)and food recycling machine.
Manufacturing of safety pad and wireless remote control RF module for smart range.",경기도 하남시 하남대로 76 (상산곡동),"76, Hanam-daero, Hanam-si, Gyeonggi-do, KOREA ",,,,0,,,,,,,lmo9229@hometax.go.kr,True
주식회사 피코팩,"Picopack Co., Ltd.",440-81-00323,,,오근영,제조업,반도체 및 기타전자부품,2611,19B,"반도체 팩키징( X-RAY DETECTOR, 적외선센서, CNT X-RAY TUBE)의 제조","Manufacture of semiconductor packaging (X-RAY DETECTOR, IR sensor, CNT X-RAY TUBE)","대전광역시 대덕구 신일서로85번길 91 (신일동, 벤쳐타운다산관)"," 91, Sinilseo-ro 85beon-gil, Daedeok-gu, Daejeon, KOREA ",,,www.picopack.co.kr,0,,,,,,,,True
주식회사에스아이피,"SIP Co., Ltd.",307-81-21297,,,이상찬,제조,종이상자,1722,07A,종이상자의 제조,Manufacture of paper boxes,충청북도 청주시 흥덕구 오송읍 서평길 22-2 (서평리),"22-2, Seopyeong-gil, Osong-eup, Heungdeok-gu, Cheongju-si, Chungcheongbuk-do, KOREA ",,,,0,,,,,,,sipjinhee@naver.com ,True
스페셜메디칼,Special Medical,506-39-00264,,,김정욱,제조업,의료기기,2711,19C,의료기기(임팩트 초음파 기기 rubato)의 개발 및 제조,Development and manufacture of medical device (impact ultrasonic device rubato),"충청남도 천안시 서북구 천안대로 1223-24, 405, 406호(부대동, 공주대학교산학협력관)","1223-24, Cheonan-daero, Seobuk-gu, Cheonan-si, Chungcheongnam-do, KOREA ",,,,0,,,,,,,,True
주식회사 금성하이텍,"Geumseong Hitech Co., Ltd.",608-86-04935,,,제현규,제조업,주형및금형,2591,17B,"자동차용, 전기전자용 및 중장비용 프레스 부품의 생산","Production of press molding parts for automobile, electrical and heavy equipment",경상남도 창원시 마산회원구 내서읍 중리공단로5길 14,"14, Jungnigongdan-ro 5-gil, Naeseo-eup, MasanHoewon-gu, Changwon-si, Gyeongsangnam-do, KOREA",,,,0,,,,,,,2312753@naver.com,True
㈜남광,"Namkwang Co., Ltd.",790-81-00437,,,장경수,건설업,기계설비공사업,4220,28C,기계 설비 설치 및 유지보수,Installation and maintenance of machine equipment,"울산광역시 울주군 온산읍 산암로 440, 317호","#317, 440, Sanam-ro, Onsan-eup, Ulju-gun, Ulsan, KOREA",,,,0,,,,,,,nkc.co@hotmail.com,True
덕창기업㈜,"DEOK CHANG Co., Ltd.",130-81-89299,,,김영환,제조,자동차부품,3031,18A,자동차부품에 대한 제조 ,Manufacture of Automobile Parts,충청남도 보령시 주교면 배다리길 116-9,"116-9, Baedari-gil, Jugyo-myeon, Boryeong-si, Chungcheongnam-do, KOREA ",,,,0,,,,,,,cio8741@hanmail.net,True
㈜유유엔,"UUN Co., Ltd.",307-81-28058,,,정영석,건설업,"전기,통신공사","4232, 2812","28C,19A","1) 전기공사 및 통신공사의 시공
2) 자동제어반, 통합배선반 및 CCTV의 제조","1) Construction of Electrical Works & Telecommunication Works
2) Manufacture of Automatic Control Panel, Integration Panel and CCTV",대전광역시 중구 안영로79번길 147 (삼천리빌딩),"147, Anyeong-ro 79beon-gil, Jung-gu, Daejeon, KOREA ",,,,0,,,,,,,,True
주식회사 정우테크놀러지,"Jungwoo Technology Co., Ltd.",317-81-35935,,,정귀정,제조업,특장차제조업,3020,22A,"특장차의 설계, 개발 및 제조","Design, Development and Manufacture of Special Vehicle",충청북도 청주시 청원구 북이면 대율내추길 164-12,"164-12, Daeyullaechu-gil, Bugi-myeon, Cheongwon-gu, Cheongju-si, Chungcheongbuk-do, KOREA ",,,,0,,,,,,,jw2170946@hanmail.net,True
㈜한하이테크,"hanhiteck Co., Ltd.",314-81-32055,,,진재은,제조,가공운모및기타,2049,12B,타이어 내부 이형제 개발 및 생산,Development and production of parting agent inside the tire,"대전광역시 서구 당고개길 103 (평촌동, A동)","103, Danggogae-gil, Seo-gu, Daejeon, KOREA ",,,,0,,,,,,,trust42@hanmail.net,True
